codeFleet,depot_id,hours_service,model_code,line_code,manufacturer,overhaulLast,id_unit,year_commission,region_install,serial_number,ownerOperator,duty_class
FE,13,8765.60000,XC-7,L4,"Becker, Sanchez and Crawford",2020-08-05,655,2022,Christinehaven,VX-4351-56750,Teixeira,1
FD,26,11520.40000,APU-20,L3,"Carter, Kim and Allen",2020-07-25,656,2021,Macedo de Cavaleiros,PQ-2678-31729,Teixeira,light
FC,44,4296.40000,APU-15,L4,Gutknecht Stiftung & Co. KG,2015-08-25,657,2023,Christinehaven,UY-2968-73031,James PLC,med
FD,49,10013.70000,XC-7,L1,Mitschke,2019-05-08,658,2022,Johnnymouth,WW-2012-25198,Christoph GmbH,L
FE,11,7888.80000,XC-7,L4,Stroh,2018/07/26,659,2022,São João da Madeira,MM-9867-00848,Pinto Gaspar S.A.,med
FC,91,15163.70000,XC-7,L5,Hermighausen Weinhold AG & Co. KG,2017/02/22,660,2020,Trancoso,PB-7962-86699,Silva,3
FB,20,,APU-15,L6,Pinto Gaspar S.A.,"05/14/2018, 00:00:00",661,2022,Gifhorn,VI-3549-59262,Hofmann Bender GmbH, L 
FB,118,30062.70000,APU-20,L4,"Rivers, Welch and Hood",11 May 2024,662,2016,Gifhorn,CI-6677-08267,Hermighausen Weinhold AG & Co. KG,H
FA,62,3474.20000,XC-7,L4,"Carter, Kim and Allen",2023/10/11,663,2024,Caldas da Rainha,LH-8158-63616,"Barker, Henson and Neal",med
FB,31,10132.80000,APU-15,L4,Kraushaar GbR,2020/06/29,664,2022,Caldas da Rainha,BK-8075-82557,Ribeiro,light
FC,94,14030.40000,APU-20,L6,Kraushaar GbR,2018-02-28,665,2020,Kusel,RG-6946-82219,Christoph GmbH,heavy
FA,43,27831.90000,APU-12,L6,Trapp Langern OHG mbH,24 Apr 2020,666,2017,Amarante,UN-7793-32177,Johnson-Garrett,N
FB,19,34676.00000,APU-12,L5,Allen-Ferguson,"05/29/2018, 00:00:00",667,2015,São Salvador de Lordelo,MS-3327-31370,Mangold GbR,1
FC,0,25320.40000,APU-20,L6,Zobel,"09/23/2018, 00:00:00",668,2017,Macedo de Cavaleiros,HB-0264-95304,Trevino-Turner, med 
FA,21,22395.40000,APU-20,L2,Trevino-Turner,2023-11-27,669,2018,East Joshuabury,DH-1355-51314,Hofmann Bender GmbH,1
FC,28,31162.50000,APU-12,L5,James PLC,"06/11/2020, 00:00:00",670,2016,Angelashire,WU-8361-77004,"Barker, Henson and Neal",light
FC,25,5990.70000,APU-15,L1,Kraushaar GbR,2024/02/17,671,2023,Naila,HE-7441-02688,"Hernandez, Malone and Smith",light
FA,98,12087.20000,APU-12,L1,James PLC,03 Apr 2023,672,2021,Angelashire,SF-9564-45595,Trapp Langern OHG mbH,heavy
FA,58,11506.40000,APU-20,L3,Stroh,"07/08/2021, 00:00:00",673,2021,Johnnymouth,PZ-6859-09388,"Hernandez, Malone and Smith", 2 
FC,46,12443.30000,APU-15,L2,Amorim,"07/30/2016, 00:00:00",674,2021,São João da Madeira,JP-1487-70071,Schenk GmbH,med
FE,45,6106.20000,XC-7,L2,"Carter, Kim and Allen",01 Oct 2021,675,2023,Youngfort,HC-0814-53888,"Moore, Kennedy and Berger",N
FC,21,14457.20000,APU-20,L6,Rogner KG,2024/06/11,676,2020,Amarante,SM-9072-42090,Trapp Langern OHG mbH,N
FB,81,7273.70000,XC-7,L3,Trapp Langern OHG mbH,2023-03-11,677,2022,Lake Amy,AH-3380-00513,Christoph GmbH,3
FD,29,11425.30000,APU-12,L2,Ribeiro,"07/07/2022, 00:00:00",678,2021,Nordhausen,UC-0400-12877,Kraushaar GbR,1
FE,42,12084.90000,APU-15,L2,Pinto Gaspar S.A.,09 Dec 2022,679,2021,Sacavém,CQ-1580-42314,"Becker, Sanchez and Crawford",normal
FE,111,43364.80000,APU-20,L1,Reinhardt,09 Jul 2019,680,2012,Christinehaven,XI-5683-52655,Hofmann Bender GmbH,heavy
FC,23,14268.50000,APU-20,L5,Huhn KGaA,"09/12/2024, 00:00:00",681,2020,Quarteira,FY-1578-65628,Rädel Löwer AG,L
FC,59,23493.40000,APU-12,L1,Hofmann Bender GmbH,2017/01/12,682,2018,Schleiz,VL-5508-40108,Huhn KGaA,normal
FA,59,,APU-12,L6,Kraushaar GbR,03 Sep 2022,683,2022,Amarante,FX-8032-70683,Gutknecht Stiftung & Co. KG,med
FC,1,11160.10000,XC-7,L2,Rädel Löwer AG,"12/25/2024, 00:00:00",684,2021,Caldas da Rainha,PB-8212-16088,Faria,H
FB,15,9569.20000,XC-7,L1,Stroh,2021/04/27,685,2022,Cartaxo,TZ-9519-01933,Leal Freitas S/A,L
FA,83,8421.10000,APU-15,L5,Amorim,06 Sep 2024,686,2022,Caldas da Rainha,FI-0092-46045,Teixeira,heavy
FB,103,6605.00000,XC-7,L6,"Carter, Kim and Allen",20 Jun 2022,687,2023,Leeberg,XL-5288-02621,Mangold GbR,3
FD,42,,APU-12,L4,Rogner KG,2024/03/02,688,2022,São Salvador de Lordelo,GL-2893-86546,"Moore, Kennedy and Berger",normal
FE,89,5108.30000,APU-20,L3,Rogner KG,2019/06/12,689,2023,Trancoso,FX-5054-84449,Hofmann Bender GmbH,3
FD,92,4112.30000,APU-12,L6,"Rivers, Welch and Hood",01 Mar 2017,690,2023,West Andrewborough,KA-4208-99330,"Moore, Kennedy and Berger",3
FD,92,6002.60000,XC-7,L1,"Barker, Henson and Neal",27 Dec 2018,691,2023,Quarteira,YB-5447-56509,"Barker, Henson and Neal",3
FD,60,29177.40000,APU-15,L2,"Rivers, Welch and Hood","10/20/2021, 00:00:00",692,2016,Guimarães,PE-5948-39821,"Moore, Kennedy and Berger",2
FE,57,21810.70000,APU-20,L5,Trevino-Turner,2019-10-09,693,2018,Angelashire,OG-8042-71247,James PLC, 3 
FB,73,11633.20000,APU-15,L6,Teixeira,2022/10/24,694,2021,Johnnymouth,MF-5830-53001,Christoph GmbH,med
FA,66,4929.50000,APU-12,L5,Mitschke,2024/07/18,695,2023,Almada,OG-1693-63651,Hermighausen Weinhold AG & Co. KG,N
FC,8,13667.30000,APU-15,L1,Amorim,11 May 2021,696,2021,Cartaxo,CZ-2251-73637,Schenk GmbH,L
FC,51,14609.70000,APU-12,L3,Silva,2023/01/16,697,2020,Fiães,NV-3300-90054,Ribeiro,2
FA,38,4057.70000,APU-15,L5,Amorim,07 Oct 2020,698,2023,Harrisbury,EW-1536-36019,Macedo Faria e Filhos,1
FB,84,14718.40000,XC-7,L3,Rogner KG,2019-01-17,699,2020,Torres Novas,HC-3174-53406,"Carter, Kim and Allen", heavy 
FA,98,11740.20000,APU-12,L2,Christoph GmbH,2020/05/04,700,2021,Angelashire,UB-3541-77538,"Becker, Sanchez and Crawford", heavy 
FD,67,8102.20000,APU-15,L6,Christoph GmbH,2023/12/26,701,2022,São João da Madeira,RI-8332-95457,Hermighausen Weinhold AG & Co. KG,2
FD,59,,APU-12,L2,Teixeira,"06/12/2019, 00:00:00",702,2022,Ochsenfurt,JG-3972-43025,"Barker, Henson and Neal",2
FA,80,9214.40000,APU-20,L3,"Rivers, Welch and Hood",28 Dec 2019,703,2022,Loulé,RN-0075-49683,Teixeira,3
FB,25,13629.60000,APU-20,L5,Amorim,2018-04-15,704,2021,Nürtingen,QD-6748-57525,Pinto Gaspar S.A.,1
FC,119,26372.10000,APU-12,L6,"Moore, Kennedy and Berger",2020/02/28,705,2017,Bad Freienwalde,BS-0995-46842,Macedo Faria e Filhos,heavy
FD,51,6490.90000,APU-15,L3,Reinhardt,20 Dec 2024,706,2023,Horta,EJ-7049-58341,"Moore, Kennedy and Berger",N
FA,115,15508.50000,APU-20,L2,Mangold GbR,2021/09/26,707,2020,Ebersberg,ZL-2688-44475,Mitschke,light
FE,12,31689.70000,XC-7,L1,Allen-Ferguson,2016/01/29,708,2015,Ochsenfurt,CX-9533-56007,Zobel,N
FB,0,15444.10000,APU-20,L6,"Hernandez, Malone and Smith",2023-09-14,709,2020,New Danielshire,YR-2557-91663,Mangold GbR, light 
FB,83,21140.90000,XC-7,L3,"Hernandez, Malone and Smith",21 Jan 2023,710,2018,Ochsenfurt,TU-9144-70287,Christoph GmbH, 1 
FC,91,11715.10000,XC-7,L6,"Gibbs, Scott and Moore",13 Sep 2022,711,2021,Johnfort,EQ-7453-86775,Gutknecht Stiftung & Co. KG,heavy
FE,20,7684.10000,APU-12,L2,Trevino-Turner,"05/10/2016, 00:00:00",712,2022,West Nicolechester,IT-7250-98525,Pinho Lopes Lda.,med
FE,113,7109.10000,APU-20,L5,Kraushaar GbR,18 Nov 2022,713,2022,Bad Freienwalde,TI-0680-74361,Walker Ltd,H
FA,71,36125.80000,APU-20,L5,Hofmann Bender GmbH,2024/02/12,714,2014,Schleiz,BN-9271-80985,James PLC,normal
FE,80,5005.20000,APU-15,L2,Macedo Faria e Filhos,"11/06/2020, 00:00:00",715,2023,Genthin,MA-1118-52822,Trevino-Turner,H
FC,26,8061.80000,APU-20,L6,Ribeiro,2019/01/14,716,2022,Lourosa,RH-3970-13364,Walker Ltd,heavy
FE,28,10953.80000,XC-7,L4,Heinrich,"12/19/2017, 00:00:00",717,2021,South Sabrina,NH-9124-99293,Walker Ltd,L
FE,12,,APU-12,L4,Mitschke,2017-12-23,718,2021,Christinehaven,SY-8643-85175,"Barker, Henson and Neal",light
FE,76,7471.20000,XC-7,L4,"Gibbs, Scott and Moore",2017-05-16,719,2022,Chaves,OT-1103-01722,Mitschke, normal 
FA,51,,XC-7,L6,Stroh,"11/04/2024, 00:00:00",720,2021,New Danielshire,XM-3286-21364,Walker Ltd,normal
FA,87,14555.80000,APU-15,L2,Rädel Löwer AG,"04/18/2015, 00:00:00",721,2020,New Danielshire,MN-2079-38447,Amorim,H
FE,94,16912.40000,APU-12,L4,"Moore, Kennedy and Berger",2019-10-02,722,2020,Bad Freienwalde,PX-2416-01585,"Barker, Henson and Neal",H
FC,9,26994.40000,APU-15,L3,Mangold GbR,31 Jul 2016,723,2017,Genthin,VW-3377-27644,Christoph GmbH,H
FA,27,5096.60000,XC-7,L3,Amorim,2019-11-12,724,2023,New Danielshire,DY-9579-13072,"Gibbs, Scott and Moore",heavy
FB,17,9073.10000,XC-7,L5,Rogner KG,10 Jul 2024,725,2022,Ochsenfurt,PC-1204-27544,Walker Ltd,1
FB,11,5702.50000,APU-12,L5,Roy and Sons,21 Sep 2022,726,2023,Lourosa,ZR-5518-46293,Pinto Gaspar S.A.,1
FC,62,2894.10000,APU-15,L5,Mangold GbR,2019/07/15,727,2024,Lake Amy,XI-4186-80753,Pinho Lopes Lda.,N
FD,87,28237.80000,APU-12,L2,Christoph GmbH,2016-10-15,728,2016,Angermünde,NK-7842-43664,Rogner KG,H
FE,105,7746.10000,APU-20,L4,Walker Ltd,31 Mar 2022,729,2022,Harrisbury,XU-1021-28476,Stroh,1
FD,76,19325.20000,XC-7,L6,Amorim,2022-07-25,730,2019,Christinehaven,SO-8351-08961,Stroh,med
FC,51,7892.90000,APU-15,L6,Mitschke,2016-07-03,731,2022,Amarante,DD-5403-72434,Pinto Gaspar S.A.,med
FA,35,,XC-7,L3,Hövel Jopich KG,2023-03-28,732,2012,Fiães,QA-0928-32778,Kraushaar GbR,light
FD,3,7703.20000,XC-7,L6,"Barker, Henson and Neal",2022/12/11,733,2022,Kusel,TF-7245-82375,Hövel Jopich KG,L
FA,63,4589.20000,APU-12,L6,James PLC,2023/07/26,734,2023,Moura,NW-2677-67719,Walker Ltd,2
FD,87,,APU-12,L1,Faria,09 Sep 2015,735,2019,Kusel,TU-2720-23051,"Rivers, Welch and Hood",H
FA,17,29682.40000,XC-7,L5,Schenk GmbH,2023-02-22,736,2016,Leeberg,NO-2940-05276,Faria,1
FB,76,7560.10000,APU-12,L2,"Gibbs, Scott and Moore","04/10/2020, 00:00:00",737,2022,Angelashire,MR-2447-92682,Amorim, L 
FC,24,10140.40000,XC-7,L6,Kraushaar GbR,04 Oct 2017,738,2022,Chaves,EO-3063-71215,"Rivers, Welch and Hood",L
FA,92,,APU-15,L3,Schenk GmbH,2015/11/02,739,2021,Angermünde,WD-6276-38378,Christoph GmbH,3
FA,38,10246.10000,APU-12,L1,Pinto Gaspar S.A.,"08/23/2019, 00:00:00",740,2022,Tondela,RQ-1725-61318,Faria,L
FE,87,16895.20000,APU-15,L4,Schenk GmbH,07 Dec 2022,741,2020,Biedenkopf,HG-9290-06156,Allen-Ferguson,L
FD,42,11421.30000,APU-20,L6,Huhn KGaA,2020-10-15,742,2021,Ochsenfurt,UX-2750-68529,Amorim,N
FB,3,18526.40000,APU-15,L3,James PLC,"05/01/2016, 00:00:00",743,2019,Caldas da Rainha,EX-2629-21990,Macedo Faria e Filhos,H
FC,28,13430.20000,XC-7,L4,James PLC,2016/07/14,744,2021,Horta,ZR-3349-13652,Ribeiro, L 
FD,21,9461.80000,APU-15,L2,"Henson, Walker and Pruitt","04/17/2023, 00:00:00",745,2022,Moura,XQ-3599-66462,Ribeiro,med
FE,105,4820.70000,APU-15,L5,Walker Ltd,2021/02/19,746,2023,Guimarães,SP-0918-81357,Rogner KG,med
FE,117,4571.10000,APU-20,L2,Hermighausen Weinhold AG & Co. KG,2024-09-19,747,2023,South Sabrina,TL-5180-32111,Pinho Lopes Lda.,heavy
FC,6,9760.00000,XC-7,L6,Rädel Löwer AG,08 May 2015,748,2022,Fiães,UV-6585-60156,"Carter, Kim and Allen",light
FE,79,13915.30000,APU-20,L4,Faria,2022-05-11,749,2021,West Nicolechester,XG-0684-96130,"Barker, Henson and Neal", med 
FD,109,18539.00000,APU-15,L5,Pinto Gaspar S.A.,03 Jul 2024,750,2019,Johnnymouth,NA-5306-85683,"Carter, Kim and Allen",heavy
FD,52,13174.10000,APU-20,L1,"Henson, Walker and Pruitt",2021/06/15,751,2021,São João da Madeira,TN-5189-71110,"Becker, Sanchez and Crawford",N
FD,4,,XC-7,L6,Walker Ltd,2020-08-02,752,2018,Amarante,AY-8163-54448,Stroh,light
FA,65,,APU-20,L1,"Hernandez, Malone and Smith",31 Oct 2024,753,2023,South Renee,SK-0161-25534,Reinhardt,normal
FE,27,10909.10000,APU-12,L3,Zobel,2023/03/01,754,2021,Bad Freienwalde,GW-3839-27331,Faria,1
FE,47,13258.60000,APU-12,L3,Rogner KG,"02/27/2022, 00:00:00",755,2021,Naila,CH-0783-57334,"Gibbs, Scott and Moore",med
FD,85,12265.10000,XC-7,L6,"Gibbs, Scott and Moore","08/28/2017, 00:00:00",756,2021,Macedo de Cavaleiros,PG-7511-10959,"Gibbs, Scott and Moore",heavy
FE,13,18899.20000,APU-20,L6,"Rivers, Welch and Hood","01/24/2022, 00:00:00",757,2019,Barbarachester,FW-6101-36001,Pinto Gaspar S.A.,1
FA,11,26475.60000,APU-15,L4,Silva,2020/06/16,758,2017,Fiães,CH-8350-69790,"Hernandez, Malone and Smith",light
FC,7,27270.40000,APU-15,L3,Silva,2019/11/29,759,2017,Nordhausen,LK-7219-41963,Leal Freitas S/A,1
FB,88,29278.20000,APU-15,L6,Huhn KGaA,"01/01/2019, 00:00:00",760,2016,Macedo de Cavaleiros,DU-1787-45594,Hofmann Bender GmbH,3
FC,18,12515.90000,APU-20,L2,Gutknecht Stiftung & Co. KG,2024/11/12,761,2021,Zerbst,MN-7487-01067,Hövel Jopich KG,light
FE,3,15140.00000,APU-20,L2,Stroh,04 Nov 2016,762,2020,Torres Vedras,OD-9287-86337,Macedo Faria e Filhos, 1 
FB,29,12218.80000,APU-20,L6,Stroh,12 Feb 2023,763,2021,Fiães,XJ-1663-33181,"Henson, Walker and Pruitt",1
FB,103,12633.30000,APU-12,L6,Mitschke,"01/01/2023, 00:00:00",764,2021,Ebersberg,YT-5828-40455,Stroh, H 
FC,57,21550.30000,APU-15,L1,Walker Ltd,2020-12-02,765,2018,Schleiz,PP-8636-71284,Silva,N
FD,27,25259.90000,APU-20,L5,"Rivers, Welch and Hood","10/12/2017, 00:00:00",766,2017,Lake Amy,KM-8652-59775,Silva,normal
FA,82,25781.70000,APU-20,L5,Leal Freitas S/A,2021-11-15,767,2017,Bad Freienwalde,GY-1363-84889,"Barker, Henson and Neal",3
FC,7,42147.50000,APU-15,L1,Rädel Löwer AG,"10/14/2015, 00:00:00",768,2012,Barbarachester,IV-2927-56915,Stroh,light
FE,93,7864.00000,APU-12,L4,Ribeiro,2018/05/13,769,2022,Amarante,OU-6791-56545,Gutknecht Stiftung & Co. KG,heavy
FC,45,24151.50000,APU-15,L3,Reinhardt,"08/09/2021, 00:00:00",770,2018,Ebersberg,WP-5716-89676,"Hernandez, Malone and Smith",med
FA,5,13040.80000,APU-20,L6,Mitschke,"08/13/2016, 00:00:00",771,2021,Loulé,MB-5582-51718,James PLC,L
FE,51,7160.30000,APU-15,L2,"Barker, Henson and Neal","11/04/2018, 00:00:00",772,2022,Gifhorn,PC-8703-63841,Trevino-Turner,N
FA,47,10232.90000,APU-20,L1,Mitschke,2021/04/26,773,2022,Ochsenfurt,LT-1499-00520,Pinto Gaspar S.A., med 
FA,2,8511.70000,APU-12,L6,Teixeira,11 Feb 2023,774,2022,Biedenkopf,WP-0154-60497,Roy and Sons, L 
FC,14,14251.10000,APU-20,L6,Trapp Langern OHG mbH,2024/01/26,775,2020,Caldas da Rainha,RI-6532-11119,Roy and Sons, light 
FB,67,16588.80000,XC-7,L2,Reinhardt,2023/12/11,776,2020,Amarante,DV-2210-32088,Trevino-Turner,2
FA,89,8187.90000,APU-20,L5,Trevino-Turner,2015/03/16,777,2022,Biedenkopf,NV-8045-59598,Stroh,heavy
FC,78,14850.20000,APU-20,L4,Christoph GmbH,"03/17/2015, 00:00:00",778,2020,Harrisbury,EJ-5012-38817,Pinto Gaspar S.A.,normal
FE,117,6649.00000,APU-12,L6,Mitschke,"02/17/2017, 00:00:00",779,2023,Christinehaven,ZL-9914-45051,"Moore, Kennedy and Berger",3
FD,11,4603.10000,APU-15,L4,"Gibbs, Scott and Moore","04/29/2015, 00:00:00",780,2023,Horta,RK-9136-61263,Macedo Faria e Filhos, heavy 
FD,7,10081.00000,APU-12,L5,Trevino-Turner,2017-10-06,781,2022,Naila,KY-8047-34352,Christoph GmbH,1
FE,118,7548.30000,APU-15,L3,Reinhardt,2018-07-29,782,2022,Gomezberg,KW-6816-50581,Zobel,3
FE,38,4483.20000,XC-7,L4,"Rivers, Welch and Hood",2018-12-12,783,2023,Torres Novas,RM-2954-12786,Walker Ltd,L
FD,39,37624.70000,APU-20,L6,Leal Freitas S/A,2015-11-08,784,2014,Trancoso,GL-1663-27639,Amorim, 1 
FE,108,,APU-12,L3,"Hernandez, Malone and Smith",19 May 2022,785,2018,Barbarachester,LE-5853-97318,Hermighausen Weinhold AG & Co. KG,1
FE,119,15166.60000,APU-20,L4,Gutknecht Stiftung & Co. KG,2023-09-05,786,2020,Bruchsal,JX-4510-83273,Huhn KGaA,H
FA,31,10046.10000,XC-7,L1,"Rivers, Welch and Hood",2020-04-21,787,2022,Cartaxo,XL-7638-03398,"Henson, Walker and Pruitt",1
FE,94,8120.70000,XC-7,L6,"Henson, Walker and Pruitt",2020-02-29,788,2022,Christinehaven,NJ-4022-03016,James PLC,3
FE,81,9383.10000,APU-20,L1,Hövel Jopich KG,2024/05/04,789,2022,Bruchsal,TN-6596-45844,Hofmann Bender GmbH,3
FE,97,14842.00000,APU-15,L1,"Barker, Henson and Neal",2015/08/22,790,2020,Guimarães,MK-5820-52976,"Becker, Sanchez and Crawford",L
FA,49,20310.80000,XC-7,L2,Hofmann Bender GmbH,17 Dec 2017,791,2019,Lake Amy,GP-4350-08535,Faria,2
FA,115,9090.60000,XC-7,L4,"Gibbs, Scott and Moore",2019/08/27,792,2022,South Renee,TA-5429-63788,Schenk GmbH,3
FB,6,,APU-20,L4,Trevino-Turner,2024-07-11,793,2022,Ebersberg,AP-2071-83750,Pinho Lopes Lda.,1
FB,77,11644.20000,XC-7,L6,Christoph GmbH,"08/20/2017, 00:00:00",794,2021,Almada,GH-4006-59771,"Carter, Kim and Allen",normal
FB,57,45000.00000,APU-20,L4,Johnson-Garrett,2017/11/25,795,2012,Oranienburg,TA-9248-37124,"Hernandez, Malone and Smith",2
FE,84,18041.80000,APU-12,L4,Hövel Jopich KG,2021/07/17,796,2019,Gomezberg,PV-4032-99497,Reinhardt,3
FC,3,15065.00000,APU-12,L2,"Becker, Sanchez and Crawford",2019-10-28,797,2020,South Sabrina,YO-3899-45009,Johnson-Garrett,1
FA,15,6163.80000,APU-20,L6,James PLC,"06/19/2017, 00:00:00",798,2023,Naila,TA-7040-76337,Pinho Lopes Lda.,light
FD,51,11409.80000,APU-15,L2,"Moore, Kennedy and Berger",07 Oct 2020,799,2021,Torres Vedras,PW-3388-81782,Walker Ltd,H
FA,116,9684.10000,XC-7,L5,Allen-Ferguson,2021/09/30,800,2022,Ochsenfurt,PS-2476-60491,"Moore, Kennedy and Berger",3
FD,95,9670.00000,APU-20,L4,Hofmann Bender GmbH,2023/10/21,801,2022,São Salvador de Lordelo,ET-4714-47829,Teixeira,heavy
FD,80,18135.00000,APU-20,L6,Walker Ltd,2016/05/18,802,2019,New Danielshire,MN-0922-16811,"Gibbs, Scott and Moore",3
FA,38,3742.10000,XC-7,L1,Silva,2015-07-06,803,2023,Nürtingen,NZ-7289-19806,"Becker, Sanchez and Crawford",1
FB,31,6442.30000,APU-15,L2,Hövel Jopich KG,2018-04-09,804,2023,Schleiz,WJ-5854-04803,Reinhardt,1
FB,45,11839.20000,XC-7,L3,Hövel Jopich KG,"04/24/2017, 00:00:00",805,2021,West Nicolechester,TZ-3158-99565,Kraushaar GbR,N
FC,91,6594.40000,APU-15,L5,"Henson, Walker and Pruitt","02/29/2020, 00:00:00",806,2023,Sacavém,GA-2854-84971,Kraushaar GbR,3
FA,11,4465.20000,APU-15,L4,Pinho Lopes Lda.,"06/02/2020, 00:00:00",807,2023,Angelashire,LN-6299-63461,Hermighausen Weinhold AG & Co. KG, 1 
FD,19,45000.00000,XC-7,L2,Roy and Sons,2018/09/12,808,2012,Chaves,US-4158-08941,Trapp Langern OHG mbH,light
FB,12,,APU-15,L3,Silva,2020-07-12,809,2021,South Renee,QV-4245-73796,Macedo Faria e Filhos,H
FB,28,13813.80000,XC-7,L4,Gutknecht Stiftung & Co. KG,31 Jan 2020,810,2021,Nürtingen,OL-2763-40922,Mitschke,light
FD,12,,XC-7,L2,Trapp Langern OHG mbH,13 Dec 2015,811,2019,Barbarachester,TB-4996-50743,Johnson-Garrett,L
FE,92,20721.40000,APU-12,L1,Stroh,2021/10/25,812,2019,Torres Novas,BA-4823-63320,Zobel,3
FC,108,6175.50000,APU-15,L3,Teixeira,2024-07-12,813,2023,Christinehaven,EV-4761-76562,Zobel,med
FC,21,13482.30000,APU-12,L4,Trapp Langern OHG mbH,"08/27/2024, 00:00:00",814,2021,Regen,OJ-8738-50822,Gutknecht Stiftung & Co. KG,heavy
FC,48,23973.20000,APU-15,L1,Rädel Löwer AG,"04/26/2018, 00:00:00",815,2018,Hensleyville,ME-6207-14482,"Becker, Sanchez and Crawford",med
FA,95,11199.20000,XC-7,L6,Gutknecht Stiftung & Co. KG,"05/12/2015, 00:00:00",816,2021,Johnnymouth,UF-7891-18625,"Henson, Walker and Pruitt",heavy
FA,71,35569.90000,APU-15,L6,Teixeira,2022/07/19,817,2014,East Joshuabury,ZN-4061-38461,Walker Ltd,2
FA,53,13242.60000,XC-7,L3,Rogner KG,03 May 2021,818,2021,Genthin,AB-5996-34982,"Gibbs, Scott and Moore",2
FB,31,12961.40000,APU-12,L6,Schenk GmbH,2022-07-22,819,2021,Zerbst,HD-9982-87267,"Becker, Sanchez and Crawford",1
FB,14,5490.80000,APU-12,L2,"Barker, Henson and Neal",2024-06-24,820,2023,Cartaxo,GZ-0461-65311,Huhn KGaA,L
FD,106,21913.00000,APU-12,L6,Walker Ltd,18 Oct 2018,821,2018,New Danielshire,EZ-5150-08040,Mitschke,3
FD,92,7492.40000,XC-7,L6,James PLC,2022/03/23,822,2022,Horta,WK-8013-69239,"Henson, Walker and Pruitt",heavy
FD,110,,APU-20,L2,"Barker, Henson and Neal",22 Sep 2022,823,2018,South Renee,LO-7870-45002,Walker Ltd,heavy
FE,109,10614.30000,APU-12,L1,Zobel,"01/06/2023, 00:00:00",824,2021,Sacavém,KE-1012-47691,Zobel,L
FC,23,7500.80000,APU-20,L2,"Becker, Sanchez and Crawford",20 May 2018,825,2022,Lourosa,HW-9576-74228,Teixeira, med 
FE,69,6339.30000,APU-12,L2,James PLC,20 Apr 2022,826,2023,Christinehaven,LC-2657-28598,Macedo Faria e Filhos,med
FE,97,19951.30000,APU-15,L4,Walker Ltd,2024-11-30,827,2019,Barbarachester,TX-2799-43268,Mitschke, H 
FA,104,24233.20000,XC-7,L1,"Carter, Kim and Allen","12/19/2024, 00:00:00",828,2018,Oranienburg,KB-6920-74725,Hövel Jopich KG,heavy
FA,16,9478.40000,XC-7,L6,Johnson-Garrett,2020/09/16,829,2022,Moura,EI-9400-09515,Johnson-Garrett,1
FA,21,19989.10000,XC-7,L2,Mangold GbR,29 Sep 2020,830,2019,Angermünde,JO-4065-90545,"Hernandez, Malone and Smith",heavy
FC,49,7702.40000,APU-20,L2,Macedo Faria e Filhos,"12/19/2017, 00:00:00",831,2022,Johnfort,YO-0095-00133,"Carter, Kim and Allen",normal
FA,41,3053.10000,APU-15,L4,Mitschke,29 Jun 2015,832,2024,Regen,XI-2367-84012,James PLC, med 
FB,76,14327.10000,APU-12,L1,Mangold GbR,2019/03/11,833,2020,Vila Real,YR-4292-35677,Schenk GmbH,N
FC,39,32834.00000,XC-7,L1,Macedo Faria e Filhos,2022/12/15,834,2015,Bad Freienwalde,RF-5388-15710,Rädel Löwer AG,1
FC,13,12629.00000,APU-15,L3,Johnson-Garrett,2021-10-04,835,2021,Angelashire,BY-8924-76106,Mangold GbR,1
FD,98,,APU-20,L2,Ribeiro,"08/07/2024, 00:00:00",836,2022,Oranienburg,OS-7293-06349,Trevino-Turner,heavy
FD,30,8407.40000,APU-15,L1,"Barker, Henson and Neal",2022-07-03,837,2022,Schleiz,KA-0256-77776,Zobel,L
FD,12,18048.50000,APU-15,L3,Huhn KGaA,2021/03/30,838,2019,Quarteira,ST-3953-13256,Hövel Jopich KG,L
FA,8,10944.50000,APU-15,L1,Allen-Ferguson,2015/07/08,839,2021,West Nicolechester,DE-1597-64704,Christoph GmbH,1
FE,76,8644.40000,APU-12,L5,"Barker, Henson and Neal",2020/03/16,840,2022,Cartaxo,KL-0019-21583,Reinhardt,N
FC,115,7915.60000,APU-12,L2,Gutknecht Stiftung & Co. KG,24 Jan 2015,841,2022,Biedenkopf,VK-8226-35739,Allen-Ferguson,heavy
FA,70,9154.10000,APU-12,L3,Johnson-Garrett,2021/05/25,842,2022,Moniqueside,AL-7692-79337,Pinto Gaspar S.A.,normal
FA,115,19543.70000,APU-15,L4,Faria,"03/02/2016, 00:00:00",843,2019,Kusel,QF-3043-26254,Pinto Gaspar S.A.,heavy
FE,15,5138.60000,APU-15,L2,Rogner KG,"08/09/2023, 00:00:00",844,2023,Torres Vedras,LZ-5897-10396,Zobel,L
FB,36,3566.40000,XC-7,L3,"Henson, Walker and Pruitt",2015-03-29,845,2023,Angermünde,QX-7562-69712,Stroh,L
FC,64,22211.00000,APU-20,L4,Huhn KGaA,2022-01-15,846,2018,Vila Real,AR-3177-48608,Zobel, N 
FD,1,5024.60000,XC-7,L4,Leal Freitas S/A,2022/06/16,847,2023,Ebersberg,BJ-0155-83371,Trapp Langern OHG mbH,light
FA,93,4017.50000,XC-7,L1,Macedo Faria e Filhos,"09/06/2022, 00:00:00",848,2023,Gomezberg,NH-6130-43401,Johnson-Garrett,heavy
